,true_category,predicted_category
83832,10,10
84203,16,16
22204,2,2
73403,26,26
42745,8,8
25529,1,1
99008,7,7
95185,3,3
25845,2,2
110670,12,12
122376,11,11
48032,4,4
4046,8,8
36840,4,4
99878,13,13
117654,28,28
123494,0,25
57696,20,20
30626,1,4
99786,9,9
51368,1,1
35395,4,4
85007,5,5
115533,4,4
65947,9,9
76784,11,11
96137,17,17
107398,24,24
115978,13,13
29664,0,0
66248,4,4
107627,7,7
97776,16,16
56216,11,11
48693,25,25
40212,24,24
70926,4,4
79284,4,4
88804,15,15
107902,8,8
70818,26,26
106781,0,0
59770,27,5
3802,4,4
44475,26,26
57231,4,4
79677,23,23
37635,4,1
74320,6,6
5638,4,4
4232,1,1
18555,4,4
110143,8,8
61840,11,4
97669,18,18
41642,21,21
49958,10,10
90683,15,15
82548,9,9
91615,5,5
61893,4,4
94972,22,22
37801,4,4
77325,5,5
33209,7,1
123451,11,11
91606,18,25
82375,4,4
82284,23,23
105168,7,7
2505,7,7
6579,4,4
11610,4,4
58253,14,14
25892,18,18
33041,4,4
45683,4,4
60508,4,4
1256,4,4
55466,6,6
47912,8,8
27096,4,4
37662,26,26
89562,1,1
94908,15,15
124836,29,29
47007,1,1
13290,25,4
31003,1,1
108469,25,25
116479,27,27
34201,1,1
63844,24,24
28751,21,21
48757,4,4
25193,4,4
37526,4,4
50332,4,4
37163,26,26
45353,1,1
122255,7,7
103572,1,1
63691,22,28
124727,8,8
81530,4,4
50813,11,4
34871,4,4
24329,20,20
98217,7,7
50301,6,4
40155,21,21
114395,7,7
112123,4,8
118821,1,1
73725,7,7
11313,21,4
26239,4,4
92372,20,20
13125,4,4
115216,15,15
89708,9,9
28135,24,25
21105,20,20
104372,15,15
111759,23,23
65840,1,1
105362,4,4
33042,4,4
64626,9,4
32469,4,4
19911,2,2
6391,4,4
73426,4,4
45239,20,25
86376,28,28
87060,28,28
33035,7,4
26124,1,1
9255,7,7
91395,4,19
94741,30,30
35532,0,0
26191,3,3
116354,4,4
27665,20,20
57299,20,20
48782,25,25
2874,4,4
48774,8,8
9065,25,25
19438,9,9
73652,26,26
40250,26,26
17699,4,4
92809,25,25
95404,30,30
82078,5,5
681,4,4
114500,4,4
50825,1,1
76193,21,21
23843,8,8
64797,4,4
75778,4,4
72222,0,0
124963,8,8
111004,4,4
71554,1,1
121871,28,28
123361,30,30
53831,11,11
72864,21,21
51770,4,4
31192,4,4
116615,27,27
95244,22,22
4624,2,2
56585,9,9
13813,6,6
66739,26,26
38637,17,17
91720,3,3
63233,6,0
7123,2,15
118856,4,4
42993,13,4
72121,24,24
119484,10,10
12765,1,1
35077,9,9
38242,4,4
30240,4,4
115068,4,4
74880,6,6
6072,8,8
23342,22,22
30946,4,4
9274,2,2
31167,1,1
122725,4,4
83720,4,4
102984,15,15
54075,11,11
102313,10,10
6899,1,1
110874,22,22
59809,1,1
65284,1,1
121420,15,15
48832,4,4
46679,4,0
118130,28,28
112765,8,8
80374,23,23
8960,5,5
119053,1,0
105630,9,9
86189,9,1
8311,4,4
24554,9,25
27929,1,1
103019,15,15
82468,4,4
86775,25,25
33670,20,20
60627,26,26
120721,16,16
98043,24,24
53116,26,26
82559,16,16
58195,0,0
10418,1,1
10979,7,7
97589,1,1
72730,7,20
63979,9,9
33031,1,1
98301,1,1
49168,4,4
72667,7,7
80069,5,5
113258,15,15
92660,18,18
99826,4,4
90231,1,1
13752,20,20
100904,23,4
103872,4,4
53725,5,5
38945,6,6
27407,17,17
111223,23,23
99005,20,20
20322,25,25
8473,6,6
70181,27,27
97018,3,3
116699,3,3
62481,18,18
118034,10,10
105190,4,4
58743,13,13
100395,24,24
84296,21,21
5112,14,14
52444,4,4
27157,4,3
13551,1,1
53381,26,26
111650,20,20
60462,14,11
70117,22,22
53891,6,6
48143,4,4
48913,23,16
2950,9,9
50198,4,4
97340,25,25
123473,20,20
120573,25,25
77448,4,4
117261,20,20
55289,4,4
43510,4,4
69917,7,7
105089,6,1
100661,27,27
79125,4,4
121006,7,7
46786,3,3
80499,14,14
52114,26,26
35363,4,4
24563,23,23
3494,4,4
21349,2,2
119291,25,25
43770,8,8
123934,28,28
107283,25,25
22566,4,4
76543,26,26
114437,10,10
58673,14,14
97784,30,1
61767,9,1
43706,4,4
99464,6,9
9392,4,4
19502,1,1
57168,13,13
75080,13,13
107688,15,15
10137,1,1
9998,4,4
47483,4,4
30062,4,4
103515,10,10
109329,12,12
9320,25,25
16528,4,4
77630,14,14
123869,28,28
4116,9,9
1878,1,1
58237,4,4
23418,9,9
36804,26,4
54573,5,5
4306,4,4
91775,23,23
51256,3,3
121771,25,25
25677,6,6
58417,10,10
21156,4,4
6516,4,4
113658,30,30
50832,4,4
124310,4,4
76109,25,25
37561,26,26
76055,4,9
2371,9,9
26979,9,9
59370,9,9
45074,26,26
76888,14,14
74552,13,13
121191,15,15
23629,21,21
57521,4,28
82708,1,1
117349,19,19
56988,6,4
13145,4,4
105392,25,25
37188,25,25
104786,11,11
68692,13,13
62682,4,4
92088,15,15
15113,4,4
107446,4,4
77797,6,6
19537,4,4
55567,4,10
24643,16,16
7095,9,9
116361,1,1
101174,28,26
28272,6,1
115390,25,25
45141,4,13
113693,3,3
56277,4,4
86989,3,3
2694,1,1
73388,4,4
67374,29,29
79343,1,1
13884,24,24
117579,20,20
102151,20,20
38283,6,4
124052,29,29
30130,10,10
83684,0,0
30031,8,8
61728,22,22
38882,1,1
66211,4,4
4556,1,1
113852,4,4
8547,4,4
107653,30,30
22926,4,4
37951,3,3
14180,1,1
38266,21,21
43248,4,4
96392,4,4
89435,15,15
26252,25,25
3030,14,14
118737,11,11
88902,1,1
2290,7,4
89478,7,15
61199,25,25
94419,8,8
14424,3,3
64637,6,6
110301,1,1
63978,4,4
110276,16,25
22581,6,1
51997,4,4
66891,4,4
34376,4,4
90401,1,1
65352,4,4
15996,7,7
16098,6,10
58804,26,26
30731,5,5
447,4,4
53292,7,16
119063,3,3
33325,4,4
21090,20,20
45786,4,4
36952,10,10
20066,4,4
101224,27,27
70403,24,24
13244,12,12
25077,4,4
116483,4,4
47063,4,4
116631,10,10
25841,4,4
81547,4,4
10874,4,4
3624,9,9
21004,4,4
24359,24,24
109820,11,11
47074,11,11
29361,1,1
66172,4,4
17792,4,4
53827,1,1
68540,4,4
47807,4,4
37657,26,26
45595,16,16
17012,2,4
69900,11,11
122248,13,13
91449,4,4
34972,8,4
112346,1,1
24364,15,20
120598,7,7
104671,25,25
11185,4,4
110628,5,5
1457,4,4
85515,21,21
12256,8,8
106382,9,9
50610,8,8
53607,4,4
29567,4,4
11749,1,1
5354,10,10
48523,4,4
15566,1,1
24390,8,8
75248,1,1
99744,24,24
12993,9,9
67895,22,22
105967,1,1
82248,15,15
2504,1,1
81398,3,3
51561,6,6
5003,10,10
42594,8,8
40368,3,3
86902,4,4
73618,4,4
24773,13,13
44286,26,26
33967,9,9
83107,10,10
122440,25,25
87243,9,4
47737,1,1
22728,25,25
117750,10,10
112635,13,13
50053,10,10
20178,9,22
113073,11,11
98599,4,4
119387,27,27
42006,1,8
6071,4,10
108963,25,25
97679,11,11
109130,28,28
87624,30,30
53967,13,13
69044,25,25
64121,8,4
115506,4,4
120287,4,4
63713,1,1
16054,6,6
35068,22,22
48691,4,4
85207,1,1
35846,4,4
29498,17,17
120668,4,4
116971,4,4
53873,1,1
38144,1,1
100693,20,20
22379,4,4
58836,29,29
104595,24,24
4154,4,4
24763,2,2
61887,6,6
23542,2,2
62123,4,4
15122,9,9
94602,3,3
121163,11,11
8768,1,1
6865,10,10
58078,26,26
41691,9,9
33419,4,4
31311,26,26
101876,1,1
40054,21,21
105515,4,4
119646,1,1
82846,10,10
79668,4,4
83392,1,1
65983,26,26
62,4,4
108806,10,10
28346,4,4
12948,4,4
5286,2,2
39777,8,8
53244,26,26
116535,12,12
61257,27,27
104179,4,4
104025,3,3
66602,4,4
86557,4,4
52159,4,4
40814,1,1
38961,21,21
56051,12,12
8953,4,4
44930,17,17
58435,4,4
14019,0,0
4421,6,6
89544,10,10
55293,4,4
31789,4,4
90714,20,20
14476,25,25
64500,8,8
53698,15,15
44731,6,6
52493,4,4
98213,12,12
16632,6,6
73186,4,4
82353,16,16
13048,17,1
88339,16,16
36137,8,4
29682,3,3
7713,1,1
106390,25,25
106673,6,6
89883,11,11
120891,17,4
105869,1,1
10021,17,17
68845,20,20
77416,6,6
10577,4,4
89555,30,30
59226,19,4
14311,20,20
114770,13,13
36314,8,8
57671,27,27
121104,25,25
1795,1,1
21979,23,23
18046,24,24
79901,1,1
115037,4,4
82412,1,1
63161,26,26
8266,4,4
10740,4,4
120612,9,9
55225,12,11
42158,4,4
64769,4,4
57349,0,25
65454,4,4
26441,4,4
81306,1,1
10312,1,1
11469,5,5
19217,1,1
95209,24,24
71933,13,13
69631,14,14
91045,12,12
52110,26,26
71649,9,9
65935,4,4
28027,21,21
63025,23,23
78376,1,1
54940,15,15
59208,4,4
88533,15,15
80022,13,8
90498,4,4
31281,4,4
43312,4,4
122189,8,8
73256,14,14
117908,18,18
27975,1,1
28642,26,26
2174,4,4
30855,26,26
28898,21,21
119882,12,12
39545,9,4
119724,12,12
16301,2,2
54295,26,26
103807,25,25
43206,4,4
31161,25,25
1641,1,1
116256,7,22
78464,1,1
15808,5,5
97882,20,20
99960,6,4
38309,19,19
105633,25,25
115321,23,23
68080,4,4
49472,3,3
21165,4,4
89398,9,9
1983,1,1
117461,30,30
101955,11,11
48342,9,4
19240,6,7
49205,4,4
46407,4,4
102273,11,4
7969,4,4
89137,9,9
48583,4,4
52319,17,4
98226,20,20
120375,11,11
120408,25,25
85023,9,4
113984,30,23
74976,16,16
83153,8,1
58497,16,16
34829,20,20
28666,24,24
59401,4,4
75508,4,4
17233,4,4
78214,4,4
57054,6,6
124022,11,25
35130,1,1
53018,4,4
73816,9,9
72019,4,4
7730,4,4
30599,8,8
101548,20,20
85191,4,4
58950,6,6
42937,4,4
42458,1,1
18944,4,4
117411,25,25
112449,7,9
6582,4,4
102288,13,25
120472,12,12
115322,12,12
120780,0,0
69813,15,15
52001,6,6
34705,28,3
67968,1,1
6974,4,4
35332,1,1
79442,3,3
86272,1,1
90682,25,25
50821,4,4
28545,4,4
10693,4,4
16529,25,25
88983,9,9
58761,11,11
47435,4,4
51992,4,4
53895,5,5
18797,4,4
44977,1,1
122805,25,25
1624,13,13
1637,13,13
60687,11,11
112351,1,1
115152,22,22
88066,4,4
84847,4,4
62701,5,5
43340,4,4
95893,4,4
95635,11,11
38478,26,26
120616,20,20
19776,7,7
58449,10,10
56461,4,4
48824,1,1
122199,23,23
17172,6,4
78126,0,0
58059,5,5
16686,11,12
72787,4,4
21463,1,1
25388,24,24
82130,25,25
27142,20,20
954,1,1
122469,25,25
78123,4,4
81952,25,25
36170,4,4
63732,7,7
30400,26,26
117482,4,4
38479,26,26
45247,25,25
22088,20,20
25828,4,4
48261,15,15
47231,5,5
85688,16,16
67382,4,4
32282,4,4
38908,7,7
54540,12,25
43767,0,0
68736,6,6
72783,26,26
72678,0,0
74017,6,6
3469,9,9
97965,15,4
46455,4,6
3076,4,4
103878,25,25
2873,4,4
82061,7,7
104022,22,22
39805,4,4
54429,3,3
19078,4,4
44671,13,13
34317,4,4
99850,11,11
2796,4,4
37407,4,4
37415,4,4
1763,6,6
80870,11,11
115549,11,11
85770,15,15
45633,13,13
115103,3,3
108977,25,7
104518,16,16
2530,9,9
21820,4,4
99897,6,6
77844,29,29
7984,4,4
87378,9,9
14888,4,4
32507,4,4
38590,23,6
10947,9,9
16421,9,9
12808,12,12
107355,4,4
69910,4,4
116098,19,19
71004,12,12
41293,25,25
19902,2,4
6667,4,4
662,1,1
106797,9,9
102486,13,13
65017,4,4
112603,1,1
110057,13,13
24301,2,1
9169,9,9
51122,1,1
74639,26,26
119675,24,24
23945,2,2
83244,0,0
52880,27,27
76886,6,7
46244,4,4
98061,7,7
45582,4,4
122627,23,23
83950,4,4
118192,25,25
20445,6,4
95189,23,4
87297,6,6
36717,26,26
91022,27,27
106515,29,29
57471,4,4
12579,4,4
46701,3,3
119986,10,10
86183,1,1
116171,3,3
124410,20,25
120685,4,1
82359,5,5
19028,4,4
94719,16,16
94336,29,29
22392,2,2
49066,4,4
67043,4,4
7335,4,4
89195,7,7
61137,23,23
87,11,4
59242,11,11
14474,25,25
63923,20,20
80507,4,9
20483,9,9
114622,1,1
74817,10,10
49856,1,1
93807,4,4
14636,1,30
46039,1,1
95479,30,30
13618,4,4
35665,26,26
53669,4,4
80866,11,11
61090,5,5
122806,4,4
77748,4,4
63973,7,7
12038,8,8
72311,20,20
124308,25,25
29699,26,4
34788,4,4
62486,8,8
34276,4,4
56674,10,10
12514,7,7
53078,1,1
103304,3,3
46445,25,25
43650,6,4
114125,23,23
64826,6,6
76306,4,4
15394,4,4
58590,27,27
4971,1,1
93534,15,15
50977,8,8
76144,4,4
46563,27,27
30625,4,4
31098,25,25
21442,13,13
12950,25,25
62031,1,1
39750,26,26
33352,6,6
14409,8,8
39938,26,26
43294,4,4
100440,13,13
90399,4,4
69614,9,9
58525,11,11
38686,20,20
95543,30,30
40726,9,9
5466,1,1
111132,11,11
34586,4,4
99756,12,12
15888,4,4
83669,0,0
117602,22,22
1155,6,6
109137,23,23
119807,4,4
52567,4,4
70416,24,24
118133,1,4
97041,22,22
42515,13,13
33564,8,8
67317,23,23
16933,20,20
74126,5,5
122695,7,7
69029,4,4
21111,4,4
118411,4,4
73782,1,1
48685,5,5
21030,6,6
2571,4,4
98380,25,25
67343,25,25
94815,30,30
100562,27,27
40742,5,5
96501,12,12
122981,3,3
15501,4,25
30724,9,9
124889,3,3
91144,12,12
58708,1,1
71618,25,25
49825,1,1
13700,5,5
63283,1,1
99635,19,19
6347,4,4
80172,1,1
2513,4,4
99285,1,1
108511,4,1
2298,1,1
34509,20,20
83649,6,6
39343,5,5
33561,4,4
105128,20,20
100700,15,15
48884,13,13
122844,23,23
26192,13,13
115699,9,9
21569,2,3
96569,4,4
32901,25,25
30756,4,4
90618,6,6
70503,16,16
82763,9,9
121203,11,11
12269,21,21
122600,12,12
67878,4,4
9959,4,4
122647,1,1
110839,12,12
82218,23,23
32394,26,26
106670,1,1
93032,10,10
108974,25,25
38030,25,25
20086,4,4
43366,1,1
86585,25,3
86504,29,29
60802,4,4
115982,1,1
114803,23,23
35138,1,1
103046,0,0
66318,26,26
58003,4,4
36691,4,4
119167,10,10
28012,4,6
84489,1,1
114653,7,11
48062,4,4
124847,4,4
46122,8,8
86594,1,1
68547,25,25
93567,4,4
41320,4,4
58556,19,19
109711,20,20
106334,4,4
82505,14,14
47422,26,26
118043,4,4
30835,4,4
19010,1,1
15450,4,4
35038,7,7
67724,4,4
121248,10,10
62156,11,11
14370,2,2
4492,1,1
3798,2,2
58441,25,25
106662,4,4
112249,1,1
66619,4,4
15209,22,22
60291,25,25
118227,28,28
68151,4,4
49468,4,10
42009,4,4
111507,15,15
91195,28,28
80829,26,26
896,9,9
60175,4,4
26970,4,4
91623,6,6
34909,20,20
23170,11,11
40638,26,26
18939,4,4
105975,11,11
82668,4,4
81150,1,4
61729,4,4
104703,4,4
27463,4,4
45997,7,7
5173,1,1
113771,22,22
42708,9,9
44642,1,1
54983,5,5
115468,4,4
50268,10,10
103319,15,15
107250,4,4
95136,1,1
111302,27,27
15937,2,25
21934,1,1
38532,7,7
26561,20,20
4022,4,4
88592,1,1
31538,4,4
30658,1,1
10658,4,4
7528,4,4
10640,4,4
26802,1,1
82274,17,17
63613,25,25
115413,20,20
60441,4,4
49290,16,16
98606,1,1
27966,9,9
92798,24,24
123615,4,4
112618,25,7
50405,27,27
16222,4,4
67001,20,1
27965,4,23
90566,29,29
92196,3,3
20949,1,1
69059,1,1
68997,4,4
101870,23,23
110210,28,28
51878,10,10
24396,9,9
90220,4,4
55832,1,1
68510,23,23
93995,4,4
96233,8,25
11946,4,4
91983,4,4
96414,11,11
18607,20,20
41107,7,7
103967,25,25
2167,4,4
1370,6,6
67860,23,23
30449,8,8
121742,15,15
100452,1,1
67073,17,17
24033,2,2
107794,4,4
51288,4,4
79774,26,26
7271,9,9
6965,10,10
29438,26,26
124569,25,25
124331,4,4
49816,4,4
81450,4,4
67451,4,4
71230,4,4
69530,1,1
43257,19,4
90549,30,30
113856,4,4
56721,23,23
1078,4,4
103616,22,22
30635,0,0
67702,20,20
47824,26,26
86160,15,15
36647,7,7
59445,4,13
33093,25,25
92445,3,3
75295,8,8
113969,19,19
77063,4,4
99961,4,19
64436,6,6
62418,4,4
111206,20,20
30142,26,26
71502,5,5
37001,22,22
99719,1,1
71888,5,5
119483,17,4
73344,27,27
14643,7,7
12758,4,4
83532,9,9
34463,20,20
67191,4,4
0,0,0
22100,26,23
69897,4,4
67332,10,10
67755,4,4
56772,1,1
92215,4,4
14004,12,12
91802,29,20
29276,4,4
50379,4,4
10474,4,4
4250,8,8
124499,4,4
114150,3,3
121024,20,20
110792,1,1
23142,4,4
67464,27,27
22446,25,25
102543,0,0
101434,11,11
24237,11,11
49563,7,7
65321,27,27
104896,1,1
94676,30,30
92888,23,23
50177,24,24
124538,3,3
616,5,5
12001,8,8
10849,20,20
14985,1,1
95188,4,4
94077,23,23
55563,5,5
42620,4,4
46833,1,1
19035,6,6
55705,6,6
6555,15,15
39180,23,23
34669,4,4
113523,1,1
48413,1,1
90328,30,30
50565,10,10
118026,1,1
66967,13,4
34351,25,25
119458,10,10
76030,4,4
15343,7,7
62590,6,6
85931,1,1
41932,1,1
45658,4,4
9418,13,13
14338,4,4
15666,6,6
124720,5,5
40732,1,1
109516,1,1
75444,0,0
122818,25,25
40535,3,3
123941,25,25
35045,9,9
72488,4,4
29450,6,6
109878,4,4
97918,28,28
92293,22,22
53558,4,4
35131,10,10
2494,4,4
42524,26,26
124941,28,28
28249,6,4
13846,25,25
17590,4,4
39463,13,4
45949,4,4
113440,4,4
113602,28,28
91841,7,7
28599,9,4
35570,1,1
76686,4,4
13845,23,23
33651,26,26
114201,4,4
77858,4,4
49378,1,1
38834,9,9
60398,9,9
91076,24,24
4685,5,5
18469,6,6
6355,1,1
86958,9,9
22358,25,25
115116,1,1
102931,1,1
124549,25,25
121940,15,15
3344,9,9
35240,1,1
14771,13,13
61211,4,4
72727,4,4
54966,21,21
10676,1,1
50323,4,4
61307,6,6
110854,8,8
69793,11,11
6329,1,1
64632,4,13
53844,6,6
53484,26,26
48080,4,4
94734,9,9
118662,9,9
71650,24,24
43833,26,26
79310,1,4
58442,4,4
117626,20,20
12321,4,4
51091,10,10
119514,4,4
76613,4,4
92119,27,4
115575,4,4
64852,4,4
60625,16,23
22550,4,4
93162,1,1
32131,26,26
82052,4,4
35204,4,4
54019,4,4
59279,8,8
12168,6,6
44877,4,4
53308,4,4
59421,5,5
37058,4,4
84342,10,10
4338,2,2
47179,4,4
107153,28,28
86295,10,10
90344,11,11
86982,30,30
120461,24,24
11362,11,4
91991,24,24
4196,2,2
22001,4,4
121124,25,25
4402,4,4
110742,29,29
79122,4,4
17594,4,4
71914,10,10
95767,9,9
95988,10,10
78511,4,26
65766,4,25
7137,4,4
116742,28,28
115556,4,4
33295,4,4
6186,1,1
8822,9,9
39863,10,10
117950,1,1
3840,1,1
119605,10,10
89003,4,4
107343,15,15
19548,25,25
88827,7,7
107742,4,4
86096,22,22
87881,13,13
56568,4,4
123308,29,29
22274,12,12
53663,26,26
61857,26,26
12750,4,4
74025,1,1
103255,3,3
97350,13,13
102312,25,25
114716,23,23
41024,6,6
26116,8,8
110894,30,30
1181,4,4
2296,1,1
104002,23,23
57354,25,25
110472,4,4
35978,26,26
102589,8,8
19825,4,28
58567,1,1
7502,4,4
97429,12,12
8588,6,4
50334,4,4
519,14,14
56770,4,4
13254,4,4
68316,5,5
70769,4,4
117514,11,11
87726,29,29
47955,4,4
69777,26,26
63054,13,13
44317,4,6
87168,1,1
4523,1,1
45416,4,4
64809,9,9
28559,4,4
18060,12,12
40215,8,8
61675,12,12
81143,10,10
26772,5,5
120315,1,1
87198,29,29
58965,4,4
98392,20,20
10618,9,9
75795,6,6
86662,8,8
119014,12,12
87809,1,1
8230,8,8
62666,4,4
27380,26,26
91831,7,7
84713,26,4
95141,28,28
38375,1,1
4148,13,13
103004,1,1
27187,8,1
56520,4,4
58257,4,4
34544,9,4
18948,1,1
13053,10,10
105988,7,7
50994,26,26
91968,25,25
100131,25,25
38905,1,1
56713,8,4
54779,26,26
81944,4,4
85816,21,21
36266,21,21
120648,4,4
17078,25,25
19245,2,2
114543,4,4
55607,4,4
66994,4,4
75631,13,4
115936,27,27
11335,6,4
105797,8,8
49637,7,7
708,4,4
25239,4,4
15351,4,4
51722,1,15
75448,22,22
118691,18,18
115214,25,25
20799,0,0
114034,6,6
75300,15,15
65778,4,4
3865,2,2
23188,4,4
82126,10,10
67157,4,4
79411,15,15
20546,15,15
6396,6,6
13590,2,2
76136,23,23
40879,4,4
41653,15,15
112951,11,11
91448,4,28
97917,18,4
12229,1,1
2741,4,4
77889,26,26
28354,4,4
73385,1,1
43538,22,22
28157,20,20
100664,12,12
39797,20,20
55646,4,4
121045,3,3
55691,23,23
69743,4,4
72958,4,4
36117,4,4
30433,25,25
22731,0,4
69100,4,4
84407,10,10
112386,15,15
88413,25,25
108763,12,12
92579,4,4
17904,20,20
71048,25,25
20882,24,24
55937,25,25
61659,5,5
83826,27,27
30833,4,4
53620,10,10
103354,4,4
63511,14,14
107895,11,11
25504,8,8
68142,11,11
342,4,4
115500,0,0
64914,4,4
51135,1,1
11043,8,8
64921,7,4
118632,3,3
57273,4,4
105858,23,23
85910,1,1
124415,4,4
32939,0,0
113394,29,29
67788,4,4
41471,9,9
46725,17,4
33140,4,4
79501,4,4
89159,4,4
24072,4,4
85231,1,13
40557,20,20
75262,1,1
37162,4,4
51174,5,5
10020,8,8
89586,9,9
118378,29,29
43214,1,1
33600,8,8
47627,4,4
49676,9,9
84616,19,19
82081,5,5
31397,4,4
46189,4,4
61220,13,13
1235,8,8
110651,15,15
9059,20,20
91889,4,4
86828,7,7
92622,8,4
13274,1,1
50419,25,25
124134,18,18
89960,3,3
123377,7,7
12915,4,4
32503,1,1
21537,20,20
118698,12,12
101692,15,15
108701,3,3
9660,4,4
43506,20,20
90611,19,19
11601,1,1
97199,28,28
22428,4,4
22672,4,4
103839,7,7
108258,6,6
124667,17,17
82046,9,9
54945,1,1
88643,1,1
64709,4,4
82354,10,10
29573,27,27
115418,22,22
54002,3,3
69365,1,1
16615,11,11
109222,28,28
22495,20,20
76182,1,1
80678,1,1
70776,11,11
114901,23,23
120232,1,1
40279,4,4
76748,12,12
35202,26,26
83233,5,0
30902,21,21
90006,3,3
67489,4,0
5069,4,4
45870,26,26
37577,1,1
71401,11,11
32243,4,4
58120,26,26
85713,8,8
117503,19,19
86041,15,15
89138,20,20
47286,4,4
40120,4,4
22868,7,4
2707,1,1
37159,1,1
28312,4,4
25145,11,11
97214,8,8
95795,1,1
45584,4,4
54293,5,0
6804,7,7
72829,4,4
47214,26,26
96760,4,4
3282,6,6
19401,9,9
107740,28,28
59623,4,4
2391,2,2
111383,22,22
23491,7,7
64423,13,13
121644,18,18
39861,17,17
29186,9,9
15280,26,26
1131,5,4
86635,4,4
66014,1,1
26778,1,1
121746,4,4
4929,2,2
60806,14,14
106965,4,4
38442,15,15
82766,1,1
41549,26,26
38145,15,15
120343,4,4
23467,4,4
90873,9,9
118262,23,23
272,14,14
65582,4,4
53743,6,6
124078,10,10
75989,4,4
65833,9,9
10720,4,4
27667,25,25
76453,1,1
2152,5,5
120330,17,17
14154,2,2
95709,0,0
39090,24,24
63686,15,9
38864,4,4
38018,7,7
48680,27,27
11051,15,15
91082,15,15
76954,4,4
50066,8,8
41286,4,4
47778,4,4
69438,21,21
103728,19,7
115524,24,24
21448,1,1
49122,21,21
79736,4,4
55423,9,9
72490,4,4
274,7,7
20166,10,10
3102,1,1
94357,1,1
10182,4,4
65855,4,4
24540,18,18
54329,19,4
120983,29,29
58142,4,4
105590,4,4
68399,14,14
7968,10,10
12851,4,4
115844,4,4
24145,13,13
120995,3,3
74505,1,1
36471,4,4
89578,30,30
94569,11,7
95883,7,7
106035,12,12
35339,5,5
73305,13,13
101263,4,4
45696,4,4
13620,22,22
73756,4,4
79953,13,13
39192,26,26
71915,4,4
18900,7,7
121354,4,4
12330,4,13
85386,0,0
118088,1,1
119105,28,28
54938,4,4
110493,29,29
7187,4,4
39302,1,1
48422,27,27
104803,9,9
115141,28,28
84840,25,25
27897,23,23
72278,4,4
93849,4,4
3711,1,1
37007,1,1
6340,4,4
47551,4,4
9220,4,4
103859,1,1
43862,4,4
51824,4,4
4184,7,7
11045,20,20
69758,0,0
116911,22,22
47034,26,26
80285,4,4
32226,9,9
94411,0,0
72835,1,1
65469,4,4
51059,10,10
75699,11,11
78691,4,4
88200,9,9
14680,4,4
35093,4,4
4467,10,4
71122,4,4
52017,4,4
11133,4,4
81145,6,1
78549,24,24
23767,21,1
60879,25,25
46139,4,1
103429,30,30
88851,4,4
77077,4,4
59685,8,8
73877,4,4
67091,4,4
123147,30,30
40240,1,1
46483,1,1
40926,17,17
64389,9,9
3289,6,6
63122,10,10
50292,24,24
30376,20,20
72530,4,4
87901,20,20
45459,1,1
35726,4,4
73483,13,13
16319,20,20
95143,25,8
74735,22,22
60855,5,5
111799,1,1
46282,25,25
92986,25,25
3656,4,4
32434,4,4
20409,24,24
21445,20,20
60691,11,11
96958,19,19
99467,27,27
43713,9,9
54952,4,4
44202,26,26
86731,7,7
113281,13,13
13897,4,9
32375,7,7
45686,4,4
7128,1,1
17403,5,5
38837,26,26
115663,13,13
58143,8,20
73936,1,1
115807,11,11
84532,14,14
33342,13,1
6760,4,4
61905,1,1
112780,3,3
1692,1,1
43922,5,5
36997,4,4
5601,4,4
21899,20,20
50414,1,1
93744,30,30
15510,24,24
50883,23,23
96947,4,4
57881,11,4
61232,4,4
13994,2,2
27283,4,4
122420,0,0
57621,4,4
21814,24,24
56256,15,15
105544,6,6
10949,2,2
40017,1,1
27441,4,4
67566,6,6
72275,23,23
95882,1,1
82084,6,4
90590,15,15
81713,13,13
7695,13,13
11445,4,4
12728,9,9
22174,4,4
33517,25,25
1792,2,2
18956,4,4
13391,13,13
30016,25,25
15697,1,1
38489,1,1
76866,4,4
107557,1,1
96193,9,25
100945,1,1
3095,4,4
19737,7,7
86297,1,1
29199,3,3
102947,25,25
19919,4,4
85171,1,1
44609,26,26
48466,7,7
57411,9,9
29273,4,0
8563,12,12
54906,16,25
73084,4,4
122503,4,4
91475,28,28
27592,8,8
87510,29,29
99626,22,22
119994,5,22
95753,25,25
42699,0,0
84504,9,9
97238,8,15
43737,4,4
13203,25,7
31240,6,6
48714,11,11
100317,1,1
30343,4,4
41886,21,21
60454,20,20
88101,29,29
7705,6,1
4498,2,2
44048,4,4
63614,28,28
97195,4,4
1966,9,9
84031,1,1
31669,26,26
50316,17,17
66511,20,20
16314,5,5
91445,1,1
49328,22,22
74890,1,1
77978,4,4
45120,4,4
33391,4,4
65790,4,4
101146,28,28
102024,4,4
60793,21,21
98348,23,23
84445,1,11
22268,23,23
56393,1,1
83901,5,5
40489,25,12
36546,13,13
60247,21,21
27389,16,16
37777,1,1
79319,11,11
70140,6,6
78230,4,4
35874,1,1
111339,15,25
66713,27,27
26260,4,4
36913,4,4
86956,12,12
110065,9,1
92784,4,4
110372,12,20
64164,4,4
46194,9,9
42497,4,4
29635,21,21
48292,12,30
118209,11,4
84505,22,22
87603,1,1
63349,4,4
50594,16,16
105068,3,3
46337,4,4
42606,4,4
9338,24,24
100227,4,4
33252,4,4
5137,4,4
91447,28,28
31691,4,4
33090,24,24
122470,22,22
63751,18,18
17915,22,22
