,true_category,predicted_category
108974,25,4
38030,25,4
20086,4,4
43366,1,4
86585,25,4
86504,29,4
60802,4,4
115982,1,4
114803,23,1
35138,1,1
103046,0,4
66318,26,4
58003,4,4
36691,4,4
119167,10,4
28012,4,4
84489,1,1
114653,7,4
48062,4,4
124847,4,4
46122,8,4
86594,1,1
68547,25,4
93567,4,4
41320,4,4
58556,19,4
109711,20,4
106334,4,4
82505,14,4
47422,26,4
118043,4,4
30835,4,4
19010,1,1
15450,4,4
35038,7,4
67724,4,4
121248,10,4
62156,11,4
14370,2,4
4492,1,4
3798,2,4
58441,25,25
106662,4,4
112249,1,1
66619,4,4
15209,22,4
60291,25,4
118227,28,4
68151,4,4
49468,4,4
42009,4,4
111507,15,4
91195,28,4
80829,26,4
896,9,4
60175,4,4
26970,4,4
91623,6,4
34909,20,4
23170,11,4
40638,26,4
18939,4,4
105975,11,4
82668,4,4
81150,1,4
61729,4,4
104703,4,4
27463,4,4
45997,7,1
5173,1,1
113771,22,1
42708,9,4
44642,1,1
54983,5,1
115468,4,4
50268,10,10
103319,15,4
107250,4,4
95136,1,1
111302,27,4
15937,2,4
21934,1,4
38532,7,4
26561,20,1
4022,4,4
88592,1,1
31538,4,4
30658,1,4
10658,4,4
7528,4,4
10640,4,4
26802,1,1
82274,17,4
63613,25,4
115413,20,4
60441,4,4
49290,16,4
98606,1,1
27966,9,4
92798,24,4
123615,4,4
112618,25,4
50405,27,4
16222,4,4
67001,20,1
27965,4,4
90566,29,4
92196,3,4
20949,1,4
69059,1,1
68997,4,4
101870,23,4
110210,28,4
51878,10,4
24396,9,4
90220,4,4
55832,1,1
68510,23,4
93995,4,4
96233,8,4
11946,4,4
91983,4,4
96414,11,4
18607,20,1
41107,7,4
103967,25,4
2167,4,4
1370,6,4
67860,23,4
30449,8,1
121742,15,4
100452,1,1
67073,17,4
24033,2,4
107794,4,4
51288,4,4
79774,26,4
7271,9,4
6965,10,4
29438,26,4
124569,25,4
124331,4,4
49816,4,4
81450,4,4
67451,4,4
71230,4,4
69530,1,1
43257,19,4
90549,30,4
113856,4,4
56721,23,4
1078,4,4
103616,22,4
30635,0,4
67702,20,4
47824,26,4
86160,15,4
36647,7,1
59445,4,4
33093,25,4
92445,3,4
75295,8,4
113969,19,4
77063,4,4
99961,4,4
64436,6,4
62418,4,4
111206,20,4
30142,26,4
71502,5,4
37001,22,4
99719,1,4
71888,5,4
119483,17,4
73344,27,4
14643,7,4
12758,4,4
83532,9,4
34463,20,1
67191,4,4
0,0,4
22100,26,4
69897,4,4
67332,10,10
67755,4,4
56772,1,1
92215,4,4
14004,12,4
91802,29,4
29276,4,4
50379,4,4
10474,4,4
4250,8,4
124499,4,4
114150,3,4
121024,20,4
110792,1,1
23142,4,4
67464,27,4
22446,25,4
102543,0,4
101434,11,4
24237,11,4
49563,7,4
65321,27,1
104896,1,4
94676,30,4
92888,23,4
50177,24,4
124538,3,4
616,5,4
12001,8,4
10849,20,4
14985,1,1
95188,4,4
94077,23,4
55563,5,4
42620,4,4
46833,1,4
19035,6,4
55705,6,4
6555,15,4
39180,23,4
34669,4,4
113523,1,1
48413,1,1
90328,30,4
50565,10,4
118026,1,1
66967,13,4
34351,25,4
119458,10,4
76030,4,4
15343,7,4
62590,6,1
85931,1,4
41932,1,1
45658,4,4
9418,13,4
14338,4,4
15666,6,4
124720,5,4
40732,1,1
109516,1,4
75444,0,4
122818,25,4
40535,3,4
123941,25,4
35045,9,4
72488,4,4
29450,6,4
109878,4,4
97918,28,4
92293,22,1
53558,4,4
35131,10,4
2494,4,4
42524,26,4
124941,28,4
28249,6,4
13846,25,4
17590,4,4
39463,13,4
45949,4,4
113440,4,4
113602,28,4
91841,7,1
28599,9,4
35570,1,1
76686,4,4
13845,23,4
33651,26,4
114201,4,4
77858,4,4
49378,1,4
38834,9,4
60398,9,9
91076,24,4
4685,5,4
18469,6,4
6355,1,1
86958,9,4
22358,25,4
115116,1,1
102931,1,1
124549,25,1
121940,15,4
3344,9,4
35240,1,1
14771,13,4
61211,4,4
72727,4,4
54966,21,4
10676,1,4
50323,4,4
61307,6,4
110854,8,1
69793,11,4
6329,1,4
64632,4,4
53844,6,4
53484,26,4
48080,4,4
94734,9,4
118662,9,4
71650,24,24
43833,26,4
79310,1,4
58442,4,4
117626,20,4
12321,4,4
51091,10,4
119514,4,4
76613,4,4
92119,27,4
115575,4,4
64852,4,4
60625,16,4
22550,4,4
93162,1,4
32131,26,4
82052,4,4
35204,4,4
54019,4,4
59279,8,4
12168,6,4
44877,4,4
53308,4,4
59421,5,4
37058,4,4
84342,10,4
4338,2,4
47179,4,4
107153,28,4
86295,10,4
90344,11,4
86982,30,4
120461,24,4
11362,11,4
91991,24,4
4196,2,4
22001,4,4
121124,25,4
4402,4,4
110742,29,4
79122,4,4
17594,4,4
71914,10,4
95767,9,4
95988,10,4
78511,4,4
65766,4,4
7137,4,4
116742,28,4
115556,4,4
33295,4,4
6186,1,1
8822,9,4
39863,10,1
117950,1,1
3840,1,4
119605,10,4
89003,4,4
107343,15,4
19548,25,4
88827,7,4
107742,4,4
86096,22,4
87881,13,4
56568,4,4
123308,29,4
22274,12,4
53663,26,4
61857,26,4
12750,4,4
74025,1,1
103255,3,4
97350,13,4
102312,25,4
114716,23,4
41024,6,4
26116,8,4
110894,30,4
1181,4,4
2296,1,1
104002,23,4
57354,25,4
110472,4,4
35978,26,4
102589,8,4
19825,4,4
58567,1,4
7502,4,4
97429,12,4
8588,6,4
50334,4,4
519,14,4
56770,4,4
13254,4,4
68316,5,4
70769,4,4
117514,11,4
87726,29,4
47955,4,4
69777,26,4
63054,13,4
44317,4,4
87168,1,1
4523,1,1
45416,4,4
64809,9,4
28559,4,4
18060,12,4
40215,8,4
61675,12,4
81143,10,4
26772,5,4
120315,1,4
87198,29,4
58965,4,4
98392,20,4
10618,9,4
75795,6,4
86662,8,4
119014,12,4
87809,1,1
8230,8,4
62666,4,4
27380,26,4
91831,7,4
84713,26,4
95141,28,1
38375,1,1
4148,13,4
103004,1,4
27187,8,4
56520,4,4
58257,4,4
34544,9,4
18948,1,1
13053,10,4
105988,7,1
50994,26,4
91968,25,4
100131,25,4
38905,1,1
56713,8,4
54779,26,4
81944,4,4
85816,21,4
36266,21,4
120648,4,4
17078,25,4
19245,2,4
114543,4,4
55607,4,4
66994,4,4
75631,13,4
115936,27,1
11335,6,4
105797,8,4
49637,7,4
708,4,4
25239,4,4
15351,4,4
51722,1,4
75448,22,1
118691,18,4
115214,25,25
20799,0,4
114034,6,4
75300,15,4
65778,4,4
3865,2,4
23188,4,4
82126,10,4
67157,4,4
79411,15,4
20546,15,4
6396,6,4
13590,2,4
76136,23,4
40879,4,4
41653,15,4
112951,11,4
91448,4,4
97917,18,4
12229,1,1
2741,4,4
77889,26,4
28354,4,4
73385,1,1
43538,22,1
28157,20,1
100664,12,1
39797,20,4
55646,4,4
121045,3,4
55691,23,4
69743,4,4
72958,4,4
36117,4,4
30433,25,4
22731,0,4
69100,4,4
84407,10,4
112386,15,4
88413,25,4
108763,12,4
92579,4,4
17904,20,4
71048,25,25
20882,24,4
55937,25,4
61659,5,1
83826,27,4
30833,4,4
53620,10,4
103354,4,4
63511,14,4
107895,11,4
25504,8,4
68142,11,4
342,4,4
115500,0,4
64914,4,4
51135,1,1
11043,8,1
64921,7,4
118632,3,4
57273,4,4
105858,23,4
85910,1,1
124415,4,4
32939,0,4
113394,29,4
67788,4,4
41471,9,4
46725,17,4
33140,4,4
79501,4,4
89159,4,4
24072,4,4
85231,1,4
40557,20,4
75262,1,1
37162,4,4
51174,5,4
10020,8,4
89586,9,1
118378,29,4
43214,1,1
33600,8,1
47627,4,4
49676,9,4
84616,19,4
82081,5,1
31397,4,4
46189,4,4
61220,13,4
1235,8,4
110651,15,4
9059,20,4
91889,4,4
86828,7,1
92622,8,4
13274,1,1
50419,25,4
124134,18,4
89960,3,4
123377,7,4
12915,4,4
32503,1,1
21537,20,4
118698,12,4
101692,15,4
108701,3,4
9660,4,4
43506,20,1
90611,19,4
11601,1,1
97199,28,4
22428,4,4
22672,4,4
103839,7,4
108258,6,4
124667,17,4
82046,9,4
54945,1,1
88643,1,4
64709,4,4
82354,10,4
29573,27,4
115418,22,4
54002,3,4
69365,1,1
16615,11,4
109222,28,4
22495,20,4
76182,1,1
80678,1,4
70776,11,4
114901,23,4
120232,1,4
40279,4,4
76748,12,1
35202,26,4
83233,5,4
30902,21,4
90006,3,4
67489,4,4
5069,4,4
45870,26,4
37577,1,4
71401,11,4
32243,4,4
58120,26,4
85713,8,4
117503,19,4
86041,15,4
89138,20,4
47286,4,4
40120,4,4
22868,7,4
2707,1,1
37159,1,4
28312,4,4
25145,11,4
97214,8,1
95795,1,1
45584,4,4
54293,5,4
6804,7,4
72829,4,4
47214,26,4
96760,4,4
3282,6,4
19401,9,4
107740,28,4
59623,4,4
2391,2,4
111383,22,4
23491,7,4
64423,13,4
121644,18,4
39861,17,4
29186,9,4
15280,26,4
1131,5,4
86635,4,4
66014,1,1
26778,1,4
121746,4,4
4929,2,4
60806,14,4
106965,4,4
38442,15,4
82766,1,1
41549,26,4
38145,15,4
120343,4,4
23467,4,4
90873,9,4
118262,23,4
272,14,4
65582,4,4
53743,6,4
124078,10,4
75989,4,4
65833,9,4
10720,4,4
27667,25,4
76453,1,1
2152,5,4
120330,17,4
14154,2,4
95709,0,4
39090,24,4
63686,15,4
38864,4,4
38018,7,4
48680,27,1
11051,15,4
91082,15,4
76954,4,4
50066,8,4
41286,4,4
47778,4,4
69438,21,4
103728,19,4
115524,24,4
21448,1,1
49122,21,4
79736,4,4
55423,9,4
72490,4,4
274,7,4
20166,10,4
3102,1,1
94357,1,4
10182,4,4
65855,4,4
24540,18,4
54329,19,4
120983,29,4
58142,4,4
105590,4,4
68399,14,4
7968,10,1
12851,4,4
115844,4,4
24145,13,4
120995,3,4
74505,1,1
36471,4,4
89578,30,4
94569,11,4
95883,7,4
106035,12,4
35339,5,1
73305,13,4
101263,4,4
45696,4,4
13620,22,4
73756,4,4
79953,13,4
39192,26,4
71915,4,4
18900,7,4
121354,4,4
12330,4,4
85386,0,4
118088,1,1
119105,28,4
54938,4,4
110493,29,4
7187,4,4
39302,1,1
48422,27,4
104803,9,1
115141,28,4
84840,25,4
27897,23,4
72278,4,4
93849,4,4
3711,1,1
37007,1,1
6340,4,4
47551,4,4
9220,4,4
103859,1,1
43862,4,4
51824,4,4
4184,7,4
11045,20,4
69758,0,4
116911,22,4
47034,26,4
80285,4,4
32226,9,4
94411,0,4
72835,1,1
65469,4,4
51059,10,10
75699,11,4
78691,4,4
88200,9,4
14680,4,4
35093,4,4
4467,10,4
71122,4,4
52017,4,4
11133,4,4
81145,6,1
78549,24,24
23767,21,1
60879,25,4
46139,4,1
103429,30,4
88851,4,4
77077,4,4
59685,8,1
73877,4,4
67091,4,4
123147,30,1
40240,1,4
46483,1,1
40926,17,4
64389,9,4
3289,6,4
63122,10,4
50292,24,4
30376,20,25
72530,4,4
87901,20,4
45459,1,4
35726,4,4
73483,13,4
16319,20,4
95143,25,4
74735,22,4
60855,5,4
111799,1,1
46282,25,4
92986,25,25
3656,4,4
32434,4,4
20409,24,1
21445,20,1
60691,11,4
96958,19,4
99467,27,4
43713,9,4
54952,4,4
44202,26,4
86731,7,4
113281,13,4
13897,4,4
32375,7,4
45686,4,4
7128,1,1
17403,5,4
38837,26,4
115663,13,4
58143,8,4
73936,1,1
115807,11,4
84532,14,4
33342,13,4
6760,4,4
61905,1,1
112780,3,4
1692,1,1
43922,5,1
36997,4,4
5601,4,4
21899,20,4
50414,1,1
93744,30,4
15510,24,4
50883,23,4
96947,4,4
57881,11,4
61232,4,4
13994,2,4
27283,4,4
122420,0,4
57621,4,4
21814,24,4
56256,15,4
105544,6,4
10949,2,4
40017,1,1
27441,4,4
67566,6,1
72275,23,4
95882,1,1
82084,6,4
90590,15,4
81713,13,4
7695,13,4
11445,4,4
12728,9,4
22174,4,4
33517,25,25
1792,2,4
18956,4,4
13391,13,4
30016,25,4
15697,1,1
38489,1,1
76866,4,4
107557,1,4
96193,9,4
100945,1,1
3095,4,4
19737,7,4
86297,1,1
29199,3,4
102947,25,4
19919,4,4
85171,1,4
44609,26,4
48466,7,4
57411,9,1
29273,4,4
8563,12,4
54906,16,25
73084,4,4
122503,4,4
91475,28,4
27592,8,1
87510,29,4
99626,22,1
119994,5,4
95753,25,4
42699,0,4
84504,9,4
97238,8,4
43737,4,4
13203,25,4
31240,6,4
48714,11,4
100317,1,1
30343,4,4
41886,21,1
60454,20,4
88101,29,4
7705,6,1
4498,2,4
44048,4,4
63614,28,4
97195,4,4
1966,9,4
84031,1,1
31669,26,4
50316,17,4
66511,20,1
16314,5,1
91445,1,1
49328,22,1
74890,1,4
77978,4,4
45120,4,4
33391,4,4
65790,4,4
101146,28,4
102024,4,4
60793,21,4
98348,23,4
84445,1,4
22268,23,4
56393,1,1
83901,5,4
40489,25,4
36546,13,4
60247,21,4
27389,16,4
37777,1,1
79319,11,4
70140,6,4
78230,4,4
35874,1,1
111339,15,4
66713,27,1
26260,4,4
36913,4,4
86956,12,4
110065,9,1
92784,4,4
110372,12,4
64164,4,4
46194,9,4
42497,4,4
29635,21,1
48292,12,4
118209,11,4
84505,22,4
87603,1,4
63349,4,4
50594,16,4
105068,3,4
46337,4,4
42606,4,4
9338,24,4
100227,4,4
33252,4,4
5137,4,4
91447,28,4
31691,4,4
33090,24,4
122470,22,1
63751,18,4
17915,22,1
78638,13,4
119414,6,4
113297,28,4
22326,2,4
72318,1,1
63570,4,4
7494,7,4
90677,22,1
74487,4,4
43932,7,4
92592,4,4
75014,4,4
37793,0,4
77137,10,4
10512,4,4
100207,1,1
41200,19,4
20747,1,1
28311,4,4
98533,28,4
35722,4,4
103957,1,4
22929,25,4
1413,4,4
28126,24,4
117277,3,4
23193,2,4
118606,9,1
79366,1,4
32706,4,4
6426,2,4
111795,4,4
93117,3,4
22661,4,4
1862,4,4
111717,25,1
112397,4,4
52432,14,4
124510,10,1
93270,25,4
52588,4,4
47461,9,4
19655,4,4
16622,8,4
63709,13,4
64924,4,4
9904,1,1
62991,5,4
24609,9,9
120168,4,4
79255,4,4
123776,20,4
49886,1,1
105818,13,4
10157,7,4
23686,5,4
3556,8,1
23077,0,4
6700,1,1
24710,8,4
18791,4,4
69984,27,4
4113,15,4
86846,30,4
13867,2,4
116628,11,4
46960,6,4
50024,9,4
63502,25,4
96518,4,4
81068,13,4
8978,9,4
32730,1,4
53587,4,4
9830,17,1
79175,4,4
72058,1,1
5823,1,4
71651,1,1
73281,19,4
89803,0,4
73665,10,4
120864,15,4
79897,17,4
2111,4,4
107781,1,1
96147,9,4
60199,4,4
47823,25,25
61359,6,4
64508,4,4
71440,4,4
33675,6,4
17930,23,4
52358,8,4
22997,4,4
69369,25,1
3128,8,4
7751,6,4
68710,10,4
77420,13,4
110249,8,4
106466,4,4
68263,4,4
52106,26,4
66649,4,4
20397,9,4
92960,4,4
79154,9,4
93620,13,4
29169,4,4
33925,26,4
31120,26,4
86618,0,4
92163,20,4
27604,4,4
113246,1,4
64007,4,4
73073,1,4
58607,4,4
49734,25,4
29609,11,4
69985,1,1
114069,27,4
115055,29,4
75228,25,25
31617,4,4
95400,28,1
103649,15,4
49528,20,1
65151,27,4
39839,26,4
107381,7,4
23274,9,1
28963,1,1
58533,4,4
108550,11,4
124669,7,4
32429,4,4
9420,4,4
46749,8,4
86632,4,4
27545,4,4
18821,1,1
41781,1,1
85858,1,1
45713,4,4
37107,24,4
2815,4,4
63510,4,4
70742,15,15
23785,25,4
18960,4,4
104594,16,4
111616,22,4
92962,1,4
81922,4,4
91046,12,4
25719,2,4
7033,4,4
50031,4,4
115384,12,4
90634,1,4
23724,4,4
10299,23,4
110996,4,4
60947,26,4
67773,4,4
105812,4,4
117203,1,1
73452,5,1
79862,3,4
68246,4,4
118860,4,4
63583,5,1
67311,10,4
80009,4,4
92696,4,4
123402,4,4
77406,27,4
105553,11,4
72581,10,4
655,4,4
21286,2,4
68353,6,4
19518,2,4
63632,4,4
24431,4,4
102846,25,4
118786,28,4
120153,4,4
42277,9,4
89584,9,4
68615,1,1
113721,1,4
62691,27,4
71771,4,4
95271,25,4
29944,4,4
51535,1,1
107147,28,4
95621,10,4
82889,7,4
72191,28,4
98896,8,4
59480,4,4
109586,3,4
59925,1,4
45644,4,4
34406,10,4
52801,4,4
85648,26,4
79556,1,1
102095,30,4
92936,16,1
96241,11,4
64111,21,4
33968,18,4
102880,16,4
82167,4,4
6143,4,4
108713,1,1
71620,27,4
80935,25,4
100906,30,4
121786,22,1
46463,4,4
70008,4,4
121812,28,4
16405,23,4
3221,2,4
1171,7,4
22494,25,4
116475,4,4
2392,2,4
2495,4,4
58254,4,4
13198,2,4
25873,26,4
11737,18,4
76263,4,4
98044,4,4
17819,25,4
37399,4,4
3627,4,4
24468,4,4
72616,5,1
114026,11,4
89161,25,4
24800,20,4
51577,4,4
101686,15,4
120968,3,4
98564,1,1
120924,20,4
68589,27,4
77320,4,4
21790,20,4
2348,4,4
37847,15,4
74786,8,1
91617,18,4
31511,4,4
82145,26,4
31284,5,4
101695,22,4
40892,17,4
72637,1,1
44768,4,4
94256,23,4
52276,4,4
89429,4,4
93169,23,4
86313,12,4
11968,4,4
3054,1,4
37144,26,4
73043,4,4
122084,6,4
86797,1,1
8926,4,4
27065,9,4
123980,23,4
86075,1,4
31154,8,4
56456,12,4
25138,19,4
103745,30,1
123917,10,4
49524,14,1
2818,1,1
85002,9,4
30004,8,1
54650,4,4
29809,4,4
39888,4,4
122373,4,4
110327,8,4
79320,1,1
64031,25,25
9925,4,4
98423,4,4
64000,4,4
90522,3,4
53523,1,1
9202,17,1
102259,23,4
10141,1,1
62765,26,4
72117,25,4
14447,4,4
114221,28,4
54335,1,4
44190,8,4
104374,5,1
77254,1,1
63597,1,1
82301,4,4
83834,10,4
119032,4,4
35275,1,4
55992,4,4
33122,0,4
2143,13,4
114158,4,4
43958,26,4
34140,1,4
20433,4,4
104889,28,4
113999,8,4
31801,9,1
38249,23,4
86533,1,4
103830,9,4
55854,1,1
75162,1,1
28945,4,4
7924,9,4
90958,3,4
57088,10,4
12681,8,1
82136,1,4
82329,9,4
71248,25,4
36031,25,4
34834,9,4
44697,26,4
24944,4,4
23537,4,4
80793,11,4
97078,28,4
10835,13,4
121533,28,1
70688,14,4
31149,1,4
71159,25,4
51917,4,4
18398,4,4
101122,4,1
23314,7,4
11903,2,4
2782,5,1
16525,1,1
88382,1,1
56517,19,4
119207,23,4
109651,9,4
94446,1,1
18818,1,4
32133,0,4
103578,10,4
19559,25,4
31537,4,4
97171,11,4
43470,1,4
52589,4,4
75810,4,4
111741,0,4
68900,11,4
34444,4,4
73092,4,4
79323,4,4
106617,25,4
111055,11,4
11203,4,4
41879,4,4
86564,28,4
36633,20,4
65208,23,4
106768,6,4
101348,12,1
82930,4,4
115707,28,4
31,6,4
17860,20,4
114566,28,4
111297,3,4
10999,2,4
62026,1,4
51778,4,4
46992,1,4
110773,23,4
64653,9,4
44017,11,4
82004,4,4
118328,23,4
6418,10,4
89459,8,4
111347,8,4
20976,4,4
59712,4,4
14029,10,1
8517,1,4
47317,26,4
108207,4,4
1846,2,4
57093,10,1
61056,4,4
51525,6,1
117632,7,4
107419,11,4
36874,4,4
33150,4,4
56811,4,4
111112,19,4
93388,11,4
51858,1,4
96586,8,4
56331,29,4
70318,6,4
57652,7,4
109450,24,1
79499,13,4
36127,26,4
113546,3,4
108743,4,4
19181,4,4
89355,7,4
100630,4,4
37217,25,4
13547,1,1
55762,25,4
111136,4,4
120476,7,4
27486,6,4
64861,26,4
65760,21,4
59493,9,4
91161,20,4
107935,25,4
109061,1,4
123233,20,4
107242,10,1
109002,28,4
8242,2,4
27958,4,4
73423,9,4
47546,4,4
88516,7,4
68489,0,4
51589,15,4
26526,6,1
23910,4,4
56337,4,4
43994,21,4
33185,26,4
44855,1,4
85093,1,1
31814,4,4
92991,24,4
34877,23,4
15702,4,4
80326,4,4
333,4,4
84959,7,4
89225,1,1
18086,6,4
26429,1,1
18775,4,4
92507,28,4
38295,4,4
111213,23,4
83528,4,4
9481,24,4
70526,10,4
110796,8,4
112124,10,4
119634,7,4
43688,1,4
32982,4,4
54062,20,4
56551,22,1
115729,4,4
26266,22,4
7492,1,1
116386,6,4
105862,24,4
50130,4,4
97401,23,4
86367,9,1
23598,4,4
80054,4,4
112563,28,4
31061,4,4
83020,4,4
66122,25,25
108655,20,1
116703,1,4
68365,1,1
109255,27,4
69204,1,1
2184,4,4
11500,1,1
57997,11,4
117425,16,4
110771,28,4
119565,5,1
90531,9,4
43703,4,4
30947,4,4
27317,8,4
124154,30,4
49820,13,4
80533,4,4
40189,4,4
104931,20,4
119054,3,4
11892,4,4
39897,9,4
109447,7,4
45126,9,1
47516,26,4
69361,1,4
28186,4,4
3660,4,4
15311,3,4
57571,1,1
48596,17,4
88845,25,4
1618,8,4
84903,4,4
31344,11,4
59869,4,4
52773,14,4
62414,9,4
25535,1,1
82863,26,4
15527,1,1
120391,9,4
3377,4,4
117562,4,4
22162,4,4
94178,0,4
98952,6,4
83640,4,4
98650,13,1
109491,11,4
12475,25,4
12717,4,4
71090,4,4
62596,8,4
47520,1,1
17749,11,4
99335,6,4
22387,1,1
25371,4,4
25093,4,4
21995,6,4
79644,4,4
6235,1,4
121309,20,4
64879,1,1
13614,1,1
47420,24,4
107303,25,4
104881,11,4
41634,4,4
27031,1,4
97943,25,4
39571,25,25
69330,4,4
92727,4,4
117787,20,4
101232,8,4
42909,16,4
36364,5,4
57982,4,4
88277,4,4
70094,0,4
33030,20,1
101086,28,4
80582,19,4
82031,11,4
59573,6,4
42952,4,4
103923,27,4
100828,11,4
6108,4,4
95841,1,1
65694,23,4
46709,4,4
16601,17,4
65354,1,4
35835,4,4
76793,5,1
75757,1,4
70741,20,1
108693,30,4
76307,25,4
76658,22,4
82349,19,1
60807,4,4
87899,4,4
9138,7,4
87772,0,4
1452,7,1
120000,13,4
41799,5,4
56113,4,4
1864,2,4
22613,7,4
122723,16,4
67973,6,4
65866,4,4
48595,8,4
101924,1,1
53745,13,4
79758,1,1
93636,1,1
17109,7,4
124107,30,4
119933,9,1
86656,13,4
115371,28,4
41880,4,4
52869,25,4
107224,27,4
25781,17,4
27449,7,4
35602,8,4
104814,10,4
100951,1,1
65341,4,4
67405,4,4
84485,4,4
87627,15,4
41369,4,4
94883,25,4
118297,10,4
77134,1,4
3767,2,4
91602,4,4
100610,25,4
81094,22,1
74265,25,4
47314,3,4
39890,9,4
124717,28,4
37612,4,4
4444,4,4
58811,4,4
58199,0,4
13631,25,4
70865,4,4
37975,4,4
112642,8,4
111479,23,4
105162,20,4
19271,24,4
122424,23,4
86374,1,1
116605,16,4
102359,11,4
60720,4,4
11572,4,4
23541,2,4
36556,8,4
97521,4,4
36823,22,4
101360,25,4
42196,9,4
14998,4,4
47804,4,4
76900,4,4
117571,1,4
12351,1,4
47382,27,4
75241,4,4
109343,16,4
16536,22,1
71151,28,4
39849,24,1
70330,4,4
43236,1,1
67610,6,4
71205,16,1
113618,20,4
7696,1,1
28204,25,4
31278,8,4
103921,8,4
74912,6,4
57726,13,4
52072,21,4
66648,26,4
120614,25,4
93354,29,4
69884,23,4
33010,26,4
83743,13,4
110374,1,4
27218,25,4
39196,26,4
1543,4,4
48117,26,4
103987,25,4
92959,7,4
59018,21,1
1824,1,1
74721,26,4
60844,7,4
58476,14,4
65722,8,1
110461,18,4
115787,25,4
115831,28,4
109132,25,25
96127,9,4
100651,4,4
41161,4,4
27422,1,1
17406,4,4
98858,8,4
36718,23,4
30662,26,4
1945,2,4
63787,4,4
18739,4,4
6528,4,4
104289,4,4
25217,4,4
109459,18,4
58693,26,4
60944,1,4
23987,6,4
117874,0,4
7156,1,1
2724,6,4
91234,9,4
72360,4,4
87188,1,1
88117,15,4
55050,3,4
111443,5,4
56774,4,4
40258,4,4
122239,13,4
19974,1,4
81066,5,4
94667,6,4
107448,4,4
118289,15,4
84543,1,1
72720,25,4
23706,4,4
95651,30,4
105918,9,4
24128,4,4
29752,26,4
106005,5,1
115183,1,1
102130,9,4
110772,15,4
32874,25,25
65559,19,4
17805,1,4
99342,4,4
105701,28,4
65240,4,4
26504,13,4
17284,2,4
74845,11,4
33877,7,4
50874,11,4
104714,6,4
17091,7,4
99124,12,4
124206,28,4
44937,4,4
1540,1,1
104588,25,4
41985,4,4
88318,24,1
23967,4,4
121021,12,4
124739,4,4
14461,1,1
7090,4,4
64502,6,4
28567,13,4
119959,7,4
26174,8,1
52835,4,4
80864,25,4
30919,7,4
58917,1,4
48158,0,4
98518,23,4
8341,4,4
35004,24,4
38979,1,1
49585,10,4
102607,9,4
101787,15,4
46382,7,4
91405,15,4
44640,4,4
15466,20,1
40518,8,4
43623,1,1
110157,12,4
53996,20,20
115870,4,4
86266,21,4
33657,26,4
86420,22,4
21069,2,4
106025,1,4
9203,4,4
60129,4,4
70590,4,4
16723,4,4
74689,6,4
68974,1,1
8089,1,1
16412,9,1
30300,1,1
66136,12,4
24651,18,4
119312,1,4
115158,3,4
96772,30,4
56685,13,4
74542,1,4
115182,28,4
25352,4,4
7423,4,4
44652,1,1
113683,12,4
78106,11,4
90564,12,4
67286,4,1
76774,5,4
98219,11,4
52983,14,4
94454,9,4
10140,4,4
83701,17,4
10641,5,4
93299,11,4
73045,4,4
87853,12,4
63403,4,4
67068,4,4
47194,21,4
74010,5,1
91315,10,4
2636,1,1
62839,26,4
68959,4,4
88255,30,4
94085,15,4
82919,4,4
25718,4,4
84953,4,4
35901,4,4
86750,24,4
96148,7,4
114765,7,4
38511,9,4
40947,8,4
15914,24,4
101575,22,4
60234,4,4
105342,10,4
27017,1,1
26890,4,4
44276,26,4
12000,1,1
50276,1,1
1900,4,4
55411,1,1
30708,4,4
2968,13,4
101445,25,4
81130,11,4
110623,12,4
18183,4,4
40347,8,4
6006,1,4
8775,20,4
59709,5,1
109081,28,26
86701,1,1
55068,8,4
9043,9,4
10963,18,4
4143,12,4
106528,4,4
118206,28,4
109070,30,4
108521,24,4
109689,19,4
121100,25,25
18751,4,4
105204,25,4
76282,6,4
101977,0,4
51681,4,4
15969,25,4
7524,4,4
70852,14,4
61769,26,4
30334,15,4
6110,17,4
36503,4,4
53840,4,4
76984,1,4
47123,22,4
32446,9,1
89950,7,4
120225,8,1
82843,1,1
28422,1,1
77885,9,4
43943,4,4
80749,1,1
3099,6,4
85846,15,4
5561,10,4
11626,23,4
83979,4,4
115775,29,4
106195,3,4
9760,22,4
19818,24,4
81511,22,1
73050,4,4
42063,23,4
91206,18,4
23515,9,4
115943,3,4
54264,26,4
115119,1,1
118873,1,4
44947,1,1
57445,28,4
87522,5,1
111060,6,4
68290,10,4
8218,21,1
38944,8,4
96412,6,4
114184,23,4
122421,28,4
109653,9,1
33261,1,1
101082,1,4
71617,22,1
20138,4,4
52295,24,4
18702,4,4
113503,25,4
61237,4,4
42501,4,4
14341,1,4
99281,4,4
66902,14,4
20081,4,4
29231,4,4
120053,27,4
99177,22,1
122173,4,4
99092,19,4
87382,0,4
117919,25,4
74471,1,4
86137,26,4
103744,4,4
24210,21,4
70989,11,4
54803,9,4
28576,4,4
53643,13,4
106686,8,4
124100,28,1
96012,7,4
111537,4,4
123202,4,4
91686,1,1
99381,4,4
71909,4,4
84446,1,1
51602,1,1
114413,0,4
83331,7,4
64444,4,4
70236,3,4
111545,0,1
67746,4,4
23861,1,1
110679,25,4
21822,2,4
103115,0,4
109771,28,4
123990,12,4
50264,10,4
74911,8,1
71575,19,4
38248,7,4
68051,27,4
123575,20,4
2542,4,4
70669,25,4
84843,4,4
108194,22,1
